Keywords,area,sqft,bedroom,bath,name,property type,completion year,no of floors,Furnishing Status,Number of Carpark,Floor Range,Deposit,Tenant Preference,PropertyID,Squash Court,Lift,Near KTM/LRT,Railway Station,Air-Cond,Security,Swimming Pool,School,Minimart,Cooking Allowed,Mall,Parking,Washing Machine,Gymnasium,Playground,Multipurpose hall,Park,Jogging Track,Tennis Court,Internet,Sauna,Barbeque area,area_sqft_numeric,cleaned_location,powerbi_location,State_Province,Country
"RM 2,099 per month",Cubic Botanical,800,2,1,2bedroom Cubic Botanical Kampung Pantai Bangsar South KL Mid valley UM,Service Residence,2022,40,Fully Furnished,1,Not Stated,5250,"Male, Female",112201289,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,800,Bangsar South,"Bangsar South, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 260 per month,Cheras,200,,,Bilik Sewa Lelaki di Alam Damai Cheras,Apartment / Flat,,,Fully Furnished,,Low,,Male,112993921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Ketumbar Hill,750,2,2,"Cheras Ketumbar Hill Condo , Fully Furnish , 2Rooms , Below Market",Condominium,2005,16,Fully Furnished,1,Medium,,Female,112993731,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,750,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 250 per month,Pandan Jaya,100,,,"Bilik Shop Apt dkt LRT Pandan Jaya, Kolej Cybernetic, KUPTM, YPC",Shoplot,,,Not Furnished,,Not Stated,100,"Male, Female, Couple",75314317,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Sentul,220,,,Female aircond share room,Condo / Services residence / Penthouse / Townhouse,2019,,Fully Furnished,1,High,,"Male, Female, Couple",112993911,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,220,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,900 per month",Melur Apartment (Sentul),"1,010",3,2,Walking Distance LRT! Fully furnished Near UTC. student boleh sewa !!,Apartment,2006,21,Fully Furnished,1,Medium,2000,Male,112764367,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1010,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",The Scott Garden SOHO,775,1,2,"Scott Garden, Old Klang Road, Bangsar South",Service Residence,2011,17,Fully Furnished,1,High,,"Male, Female",109085665,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,775,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",M Arisa,"1,008",4,2,fully furnish 4bed 2 parking M Arisa Sentul rent. Near M centura,Service Residence,2024,55,Fully Furnished,2,Medium,7000,Female,112993690,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1008,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 750 per month,Lily Apartment @ Kuchai Lama,200,1,1,Room for rent ( Female  tenants only),Apartment,,,Fully Furnished,,High,1500,"Male, Female",112993807,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,200,Kuchai Lama,"Kuchai Lama, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 38,000 per month",Mont Kiara,"8,197",,,1 Mont Kiara Premier Suite Office [Huge Office][40 Suite Room],Office space,,,Not Stated,,Not Stated,114000,Female,109432405,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8197,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 395 per month,Setapak,200,,,BILIK SINGLE & TWIN SHARING (GIRL) di PV3 Condo berhampiran LRT Melati,Condo / Services residence / Penthouse / Townhouse,2008,,Fully Furnished,2,High,,"Male, Female, Couple",112596518,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 650 per month,Cheras,70,,,"Residensi M Vertica, Jalan Cheras room for rent.",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Not Stated,1625,Male,112993671,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,70,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,600 per month",Cascadium,"1,108",2,2,Cascadium Condo Bangsar Furnished for RENT,Condominium,1991,10,Partially Furnished,,Medium,,"Male, Couple",112993662,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1108,Bangsar,"Bangsar, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Sinaran,750,2,2,Actual Unit,Service Residence,2022,34,Fully Furnished,1,Medium,,Male,112993473,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,750,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 4,800 per month",Kepong,"1,600",,,"Factory 1.5 storey Sri Ehsan Kepong,",Warehouse / Factory,,,Not Stated,,Not Stated,,Male,112993608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Platinum Lake PV 21,"1,040",3,2,Pv 21 Condo - 3room 2 bathroom - Setapak,Service Residence,2016,28,Not Furnished,,High,1600,"Male, Couple",112993347,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1040,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Platinum Lake PV 13,"1,500",4,2,"Setapak, PV 13 Condominium",Condominium,24,,Fully Furnished,,Not Stated,,"Male, Female",112695448,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1500,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,400 per month",Jalan Ipoh,"1,680",5,4,2 Storey House near MRT Kentonmen Taman Bamboo Jalan Ipoh KL,2-storey Terraced House,,,Partially Furnished,,Not Stated,,"Male, Female, Couple",112653324,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1680,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Wangsa Maju,150,,,Big Medium Room @ Quinn Residence Wangsa Maju 3 mins Walk To LRT,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,2000,"Male, Female, Couple",111780877,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Pudu Impian 2 - Vila Tropika,935,3,2,"Pudu Impian 2 For Rent 1xAC, 2xWater heater!!",Condominium,,,Not Furnished,1,Low,4500,"Male, Female",112967943,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,935,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Brickfields,200,,,Cheap Rooms For Rent In Brickfields @ Mansion Sentral walking distance,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1955,Female,112992982,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 799 per month,Cheras,150,,,"[MRT] Mixed Small Room, J. Dupion Residence, Taman Pertama, Cheras",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,"Male, Female, Couple",112992993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,650 per month",M Centura,850,3,2,For Rent - M Centura 3R+2BR with 2 Car parking,Service Residence,2021,47,Partially Furnished,,High,,"Male, Female, Couple",112980877,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,850,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 230 per month,Cheras,110,,,Sri Penara Bandar Sri Permaisuri Cheras,Apartment / Flat,2000,,Partially Furnished,2,Medium,,"Male, Female",112028161,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,110,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",PangsaRia,850,3,2,PangsaRia Flat for Rent,Flat,2008,10,Not Furnished,1,Low,1000,"Male, Couple",112993316,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,850,Desa Petaling,"Desa Petaling, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,699 per month",Arte @ Mont Kiara,453,1,1,"[BELOW MARKET/ STUDIO] Arte Mont Kiara, Fully",Service Residence,2020,39,Fully Furnished,1,Not Stated,,"Male, Couple",111488690,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,453,Mont Kiara,"Mont Kiara, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Setapak,"1,400",5,2,Taman Bunga Raya House - 5room 2 bathrom - Setapak,1-storey Terraced House,,,Not Furnished,,Not Stated,2000,"Male, Couple",112993262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,800 per month",OUG Parklane,950,3,2,"Oug Parklane, Fully Furnish, Old Klang Road, Renovated Unit",Condominium,2015,31,Fully Furnished,1,Not Stated,4500,Male,112809765,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,950,OUG,"OUG, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 750 per month,KLCC,200,,,Semarak Splendor KLCC room for rent,Apartment / Flat,,,Fully Furnished,,Medium,900,"Male, Female, Couple",110559587,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 600 per month,KLCC,200,,,Splendor Semarak KLCC Room for rent,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1200,"Male, Female, Couple",110559578,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 549 per month,Cheras,80,,,"[MRT] Mixed Small Room, J. Dupion Residence, Taman Pertama, Cheras",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,"Male, Female",112992964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 599 per month,Cheras,100,,,"[MRT] Mixed Small Room, J. Dupion Residence, Taman Pertama, Cheras",Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,,Male,112992932,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Vista Perdana (Ampang),"1,050",3,2,Vista Perdana Pandan Perdana Ampang,Condominium,8,,Not Furnished,,Low,5000,"Male, Female",112309760,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1050,Ampang,"Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 550 per month,Pandan Indah,150,,,Grandeur Tower Medium room with toilet,Condo / Services residence / Penthouse / Townhouse,,,Partially Furnished,1,Medium,2000,Female,112993200,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",Setapak,880,3,2,2 Story House at Taman Sri Rampai,2-storey Terraced House,,,Not Furnished,,Not Stated,1600,"Male, Couple",112993176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 570 per month,Chan Sow Lin,120,,,5min walk Mrt and Lrt Chan Sow lin pudu KL Studio For Rent,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1611,"Male, Female, Couple",112993168,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,120,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 680 per month,Wangsa Maju,100,,,"Bilik sewa medium non-sharing di Wangsa Maju, Sek 2",Condo / Services residence / Penthouse / Townhouse,2015,,Fully Furnished,1,High,680,Female,112993163,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,500 per month",Residensi Sentulmas,900,3,2,Sentulmas Sentul 3 Bedroom Condo for rent,Apartment,2018,31,Not Furnished,1,Not Stated,,Male,112993155,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,900,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 450 per month,Residensi Pandanmas 2,900,3,2,Medium Room at Residensi Pandanmas 2,Apartment,,,Partially Furnished,,High,450,Male,112993152,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,900,Desa Pandan,"Desa Pandan, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,300 per month",Residensi Metro Kepong,800,3,2,Residensi Metro Kepong Immediate Move In,Apartment,2023,36,Partially Furnished,1,High,2600,Male,112993139,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,800,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 880 per month,Cheras,150,,,Medium Room @ M Vertica Cheras Maluri 10 mins Walk To LRT/MRT Maluri,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,High,1760,"Male, Female, Couple",111109374,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 730 per month,Cheras,100,,,Single Room @ M Vertica Cheras Maluri 10min Walk To LRT / MRT Maluri,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1460,"Male, Female, Couple",111108648,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,Wangsa Maju,150,,,Medium Room @ The Hamilton Wangsa Maju 5 mins Walk To LRT Sri Rampai,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1600,"Male, Female, Couple",111780917,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,150,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 500 per month,Nuri Court,826,1,1,Sewa Bilik Master (Master Bedroom) Nuri Court Apartment,Apartment,,,Fully Furnished,,Low,1500,Male,112985508,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,826,Pandan Indah,"Pandan Indah, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,100 per month",Central Residence @ Sg Besi,"1,123",3,2,"Central Residence Unit For Rent, Condo Sungai Besi Disewa, MRT Nearby",Apartment,2015,27,Fully Furnished,2,Not Stated,,Female,112993093,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1123,Sungai Besi,"Sungai Besi, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 680 per month,Wangsa Maju,100,,,"Bilik sewa medium non-sharing di Wangsa Maju, Sek 2",Condo / Services residence / Penthouse / Townhouse,2015,,Fully Furnished,1,High,680,"Male, Couple",112993082,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,100,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Sentul Utama Condominium,877,3,2,Fully Furnished Sentul Utama Condominium Kuala Lumpur,Condominium,2009,13,Fully Furnished,,Medium,4250,"Male, Female, Couple",112993080,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,877,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,500 per month",Majestic Residence,459,1,1,Majestic Resident KLCC,Condominium,33,,Fully Furnished,,High,6250,Male,112993050,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,459,Jalan Sultan Ismail,"Jalan Sultan Ismail, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,400 per month",Bennington Residences @ SkyArena,"1,100",3,2,"Bennington Residence [ 3Bedroom, Fully Furnished ] 2 Parking",Condominium,2019,40,Fully Furnished,2,Medium,,"Male, Couple",112993023,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1100,Setapak,"Setapak, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,500 per month",MET 1 Residences @ KL Metropolis,930,2,2,Met 1 Residences @ KL Metropolis fully furnished for rent,Service Residence,2022,55,Fully Furnished,2,Not Stated,,Female,112573747,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,930,KL City,"KL City, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,550 per month",PPA1M Metropolitan Kepong,"1,200",4,2,Ppam Metropolitan kepong (near tasik layang²) mrr2,Apartment,2018,31,Partially Furnished,1,Medium,3000,"Male, Female",112502494,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1200,Kepong,"Kepong, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Wangsa Maju,1,,,Big size room at setapak central mall zetapark,Condo / Services residence / Penthouse / Townhouse,2015,,Fully Furnished,2,Medium,,"Male, Female, Couple",112992962,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,000 per month",Seasons Garden Residences @ Wangsa Maju,770,3,2,Wangsa Maju Condo for Rent,Service Residence,2017,34,Partially Furnished,1,Medium,5000,"Male, Female, Couple",112992944,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,770,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 3,200 per month",Altris Residence @ The Quartz WM,818,3,2,New Altris Residence Wangsa Maju Suttle bus to Sri Rampai LRT station,Service Residence,2026,43,Fully Furnished,1,High,8000,"Male, Couple",112749073,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,818,Wangsa Maju,"Wangsa Maju, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 500 per month,Titiwangsa,120,,,"Viatana Room for Rental - only Female , Jalan pahang kl",Condo / Services residence / Penthouse / Townhouse,2000,,Fully Furnished,1,Medium,500,Female,112992879,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,120,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Setapak,1,,,Very big room can fit 4 pax setapak central mall,Condo / Services residence / Penthouse / Townhouse,2015,,Fully Furnished,1,Medium,,Female,112992872,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,600 per month",OUG Parklane,950,3,2,Oug Parklane Fully Furnished Balcony Unit Near Old Klang Road Puchong,Service Residence,2015,31,Fully Furnished,1,Low,1600,"Male, Couple",112901263,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,950,OUG,"OUG, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,700 per month",Chelsea @ Plaza Damas 3,595,1,1,"Chelsea @ Plaza Damas 3, Sri Hartamas, Kuala Lumpur",Service Residence,2009,5,Fully Furnished,,High,1700,"Male, Couple",112992842,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,595,Sri Hartamas,"Sri Hartamas, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 800 per month,Wangsa Maju,200,,,wangsa metroview room for rent,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1200,"Male, Female, Couple",112927058,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
RM 700 per month,Wangsa Maju,200,,,Wangsa Metroview Newly renovated Room for rent,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1050,"Male, Female, Couple",112927037,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,300 per month",The Valley @ SkySierra,800,2,1,Partly furnished The Valley Sky Sierra Setiawangsa for rent,Condominium,2023,55,Fully Furnished,1,Not Stated,,Female,112992503,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,800,Setiawangsa,"Setiawangsa, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,900 per month",Sky Meridien,600,1,1,"Actual Unit, Walking Distance to LRT",Service Residence,2022,31,Fully Furnished,1,Medium,,"Male, Couple",112992600,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,600,Sentul,"Sentul, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,400 per month",Armani Residence,200,1,1,Armani Residence Master Room For Rent,Condominium,,,Fully Furnished,,Not Stated,,"Male, Couple",112992594,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,200,Cheras,"Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 2,800 per month",The Maple Residences,808,2,2,The Maple Residence bukit jalil face the park 2 below market 1000 2cp,Condominium,2025,51,Partially Furnished,2,Medium,2800,"Male, Female",112992567,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,808,Old Klang Road,"Old Klang Road, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
"RM 1,000 per month",Wangsa Maju,200,,,wangsa MetroView Room for rent,Condo / Services residence / Penthouse / Townhouse,,,Fully Furnished,,Medium,1500,"Male, Female, Couple",112927071,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,200,Kuala Lumpur,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Wilayah Persekutuan Kuala Lumpur,Malaysia
